CivilizationType,LocCivilizationType,TraitType,MediaName,LocTraitTypeName,LocTraitTypeDesc,CardType,Grants,Unused,Description
CIVILIZATION_MAORI,LOC_CIVILIZATION_MAORI_DESCRIPTION,TRAIT_CIVILIZATION_BUILDING_MARAE,Marae_%28Civ6%29,LOC_TRAIT_CIVILIZATION_BUILDING_MARAE_NAME,,UI,,,"Marae: replaces Amphitheater. +1 Culture and Faith to all of this city's tiles with a passable feature. +1 Tourism to all of this city's tiles with a feature (with Flight). No maintenance cost. 
No Great Work slots."
CIVILIZATION_MAORI,LOC_CIVILIZATION_MAORI_DESCRIPTION,TRAIT_CIVILIZATION_IMPROVEMENT_MAORI_PA,P%3F_%28Civ6%29,LOC_IMPROVEMENT_MAORI_PA_NAME,LOC_LOADING_UNIQUE_IMPROVEMENT,UI,,,Pā: built by the Toa and must be on a Hills tile. Occupying unit receives +4 Defense Strength and automatically gains 2 turns of fortification (+6 Defense Strength). A Māori unit occupying a Pā heals even if it just moved or attacked.
CIVILIZATION_MAORI,LOC_CIVILIZATION_MAORI_DESCRIPTION,TRAIT_CIVILIZATION_MAORI_MANA,M%3Fori_%28Civ6%29,LOC_TRAIT_CIVILIZATION_MAORI_MANA_NAME,LOC_TRAIT_CIVILIZATION_MAORI_MANA_DESCRIPTION,CA,,,"Starts with Sailing and Shipbuilding unlocked and the ability to enter Ocean tiles. +5 Combat Strength and +2 Movement for embarked units. Unimproved Woods and Rainforests grant +1 Production, increasing to +2 Production with Mercantilism and +3 Production with Conservation. +1 Food from Fishing Boats. Building a Fishing Boat triggers a Culture Bomb, claiming surrounding tiles. Resources cannot be harvested. Great Writers cannot be earned."
CIVILIZATION_MAORI,LOC_CIVILIZATION_MAORI_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_MAORI_TOA,Toa_%28Civ6%29,LOC_UNIT_MAORI_TOA_NAME,,UU,TRAIT_CIVILIZATION_IMPROVEMENT_MAORI_PA,,Toa: replaces Swordsman. Reduces the Strength Combat Strength of adjacent enemy units by 5 (non-cumulatively). Has 1 build charge. Can construct a Pā. Can clear terrain. Higher Production cost (120 vs. 90). No Gold maintenance cost. Higher Combat Strength (38 vs. 35). No strategic resource requirement.
CIVILIZATION_OTTOMAN,LOC_CIVILIZATION_OTTOMAN_DESCRIPTION,TRAIT_CIVILIZATION_BUILDING_GRAND_BAZAAR,Grand_Bazaar_%28Civ6%29,LOC_TRAIT_CIVILIZATION_BUILDING_GRAND_BAZAAR_NAME,,UI,,,Grand Bazaar: replaces Bank. Lower Production Production cost (220 vs. 290). Accumulate one extra Strategic resource for every different type of Strategic resources this city has improved. Receive 1 Amenity for every type of Luxury resource this city has improved.
CIVILIZATION_OTTOMAN,LOC_CIVILIZATION_OTTOMAN_DESCRIPTION,TRAIT_CIVILIZATION_GREAT_TURKISH_BOMBARD,Ottoman_%28Civ6%29,LOC_TRAIT_CIVILIZATION_GREAT_TURKISH_BOMBARD_NAME,LOC_TRAIT_CIVILIZATION_GREAT_TURKISH_BOMBARD_DESCRIPTION,CA,,,+30% Production toward Siege units. Siege units gain +5 Combat Strength when attacking defensible districts. Conquering a city doesn't cause that city to lose Citizen Population. +1 Amenity and +4 Loyalty per turn for cities not founded by the Ottomans.
CIVILIZATION_OTTOMAN,LOC_CIVILIZATION_OTTOMAN_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_OTTOMAN_BARBARY_CORSAIR,Barbary_Corsair_%28Civ6%29,LOC_UNIT_OTTOMAN_BARBARY_CORSAIR_NAME,,UU,,,Barbary Corsair: replaces Privateer and is unlocked with Medieval Faires. Uses no Movement to perform coastal raids. Lower Production cost (240 vs. 280). Lower Gold maintenance cost (3 vs. 4).
CIVILIZATION_PHOENICIA,LOC_CIVILIZATION_PHOENICIA_DESCRIPTION,TRAIT_CIVILIZATION_DISTRICT_COTHON,Harbor_%28Civ6%29,LOC_TRAIT_CIVILIZATION_DISTRICT_COTHON_NAME,,UI,,,Cothon: replaces Harbour district. Lower Production cost (27 vs. 54). +50% Production towards naval units and Settlers in this city. All wounded naval units in the city's borders heal +100 HP each turn. 
CIVILIZATION_PHOENICIA,LOC_CIVILIZATION_PHOENICIA_DESCRIPTION,TRAIT_CIVILIZATION_MEDITERRANEAN_COLONIES,Phoenician_%28Civ6%29,LOC_TRAIT_CIVILIZATION_MEDITERRANEAN_COLONIES_NAME,LOC_TRAIT_CIVILIZATION_MEDITERRANEAN_COLONIES_DESCRIPTION,CA,,,"Starts with the Eureka for Writing. Coastal cities founded by Phoenicia and in the same continent as their Capital always have full Loyalty. Settlers receive +2 Movement and Sight while embarked, and pay no Movement costs to embark or disembark."
CIVILIZATION_PHOENICIA,LOC_CIVILIZATION_PHOENICIA_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_PHOENICIA_BIREME,Bireme_%28Civ6%29,LOC_UNIT_PHOENICIA_BIREME_NAME,,UU,,,Bireme: replaces Galley. Prevents friendly Traders within 4 tiles from being plundered as long as they are on a water tile. Higher Combat Strength (35 vs. 30). Higher​​ Movement (4 vs. 3).
CIVILIZATION_SWEDEN,LOC_CIVILIZATION_SWEDEN_DESCRIPTION,TRAIT_CIVILIZATION_IMPROVEMENT_OPEN_AIR_MUSEUM,Open-Air_Museum_%28Civ6%29,LOC_IMPROVEMENT_OPEN_AIR_MUSEUM_NAME,,UI,,,"Open-Air Museum: tile improvement. +2 Loyalty per turn in this city. +2 Culture and +2 Tourism for each type of terrain (Snow, Tundra, Desert, Plains, or Grassland) in which at least one Swedish city is founded. Limit of one per city. Tiles with Open-Air Museums cannot be swapped."
CIVILIZATION_SWEDEN,LOC_CIVILIZATION_SWEDEN_DESCRIPTION,TRAIT_CIVILIZATION_NOBEL_PRIZE,Swedish_%28Civ6%29,LOC_TRAIT_CIVILIZATION_NOBEL_PRIZE_NAME,LOC_TRAIT_CIVILIZATION_NOBEL_PRIZE_DESCRIPTION,CA,,,Gains 50 Diplomatic Favor whenever a Great Person is earned. +1 Great Engineer points from Factories and +1 Great Scientist points from Universities. Sweden's presence in the game adds three unique World Congress competitions in the Industrial Era.
CIVILIZATION_SWEDEN,LOC_CIVILIZATION_SWEDEN_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_SWEDEN_CAROLEAN,Carolean_%28Civ6%29,LOC_UNIT_CANADA_MOUNTIE_NAME,,UU,,,Carolean: replaces Pike and Shot. +3 Combat Strength per point of unused Movement. Higher Movement (3 vs. 2). Lower Gold maintenance cost (3 vs. 4).
CIVILIZATION_GRAN_COLOMBIA,LOC_CIVILIZATION_GRAN_COLOMBIA_DESCRIPTION,TRAIT_CIVILIZATION_COMANDANTE_GENERAL,Comandante_General_%28Civ6%29,LOC_UNIT_COMANDANTE_GENERAL_NAME,,UU,,,Commandate General: _
CIVILIZATION_GRAN_COLOMBIA,LOC_CIVILIZATION_GRAN_COLOMBIA_DESCRIPTION,TRAIT_CIVILIZATION_EJERCITO_PATRIOTA,Gran_Colombian_%28Civ6%29,LOC_TRAIT_CIVILIZATION_EJERCITO_PATRIOTA_NAME,LOC_TRAIT_CIVILIZATION_EJERCITO_PATRIOTA_DESCRIPTION,CA,TRAIT_CIVILIZATION_COMANDANTE_GENERAL,,+1 Movement for all units. Promoting a unit does not end that unit's turn.
CIVILIZATION_GRAN_COLOMBIA,LOC_CIVILIZATION_GRAN_COLOMBIA_DESCRIPTION,TRAIT_CIVILIZATION_IMPROVEMENT_HACIENDA,Hacienda_%28Civ6%29,LOC_IMPROVEMENT_HACIENDA_NAME,,UI,,,"Hacienda: tile improvement that must be built on Grassland, Grassland Hills, Plains or Plains Hills tiles. +2 Gold, +1 Production, +0.5 Housing. +1 Food from every two adjacent Plantations, increasing to +1 Food for each adjacent Plantation (with Replaceable Parts). Plantations and Haciendas receive +1 Production for every two adjacent Haciendas, increasing to +1 Production for each Hacienda (with Rapid Deployment)."
CIVILIZATION_GRAN_COLOMBIA,LOC_CIVILIZATION_GRAN_COLOMBIA_DESCRIPTION,TRAIT_CIVILIZATION_LLANERO,Llanero_%28Civ6%29,LOC_TRAIT_CIVILIZATION_LLANERO_NAME,,UU,,,Llanero: replaces Cavalry. +2 Strength Combat Strength for each adjacent Llanero. Regains all HP when in range of a Comandante General that uses its retire ability. Lower Gold maintenance cost (2 vs. 5).
CIVILIZATION_MAYA,LOC_CIVILIZATION_MAYA_DESCRIPTION,TRAIT_CIVILIZATION_DISTRICT_OBSERVATORY,Campus_%28Civ6%29,LOC_DISTRICT_OBSERVATORY_NAME,,UI,,,"Observatory: replaces Campus district. Lower Production cost (27 vs. 54). Major bonus (+2 Science) for every adjacent Plantation. Minor bonus (+½ Science) for every adjacent Farm or district. Does not receive adjacency bonus from Mountains, Reefs, or Geothermal Fissures."
CIVILIZATION_MAYA,LOC_CIVILIZATION_MAYA_DESCRIPTION,TRAIT_CIVILIZATION_HULCHE,Hul%27che_%28Civ6%29,LOC_UNIT_MAYAN_HULCHE_NAME,,UU,,,Hul'che: replaces Archer. +5 Ranged Strength against wounded units. Higher Ranged Strength (28 vs. 25).
CIVILIZATION_MAYA,LOC_CIVILIZATION_MAYA_DESCRIPTION,TRAIT_CIVILIZATION_MAYAB,Mayan_%28Civ6%29,LOC_TRAIT_CIVILIZATION_MAYAB_NAME,LOC_TRAIT_CIVILIZATION_MAYAB_DESCRIPTION,CA,,,"Cities do not receive additional Housing from being adjacent to fresh water or coast. Cities gain +1 Amenity for each Luxury Resource adjacent to the City Center. Farms grant +1 Housing, +1 Production if adjacent to an Observatory, and +1 Gold."
CIVILIZATION_BYZANTIUM,LOC_CIVILIZATION_BYZANTIUM_DESCRIPTION,TRAIT_CIVILIZATION_BYZANTIUM,Byzantine_%28Civ6%29,LOC_TRAIT_CIVILIZATION_BYZANTIUM_NAME,LOC_TRAIT_CIVILIZATION_BYZANTIUM_DESCRIPTION,CA,,,+3 Combat and Religious Strength for all units for each Holy City converted to Byzantium's Religion (including Byzantium's own Holy City). Byzantium's Religion is spread to nearby cities when a unit from an enemy civilization or city-state is defeated. +1 Great Prophet point from Holy Sites.
CIVILIZATION_BYZANTIUM,LOC_CIVILIZATION_BYZANTIUM_DESCRIPTION,TRAIT_CIVILIZATION_DISTRICT_HIPPODROME,Entertainment_Complex_%28Civ6%29,LOC_DISTRICT_HIPPODROME_NAME,,UI,,,Hippodrome: replaces Entertainment Complex. Lower Production cost (27 vs. 54). +3 Amenities (2 more than Entertainment Complex). Provides a free heavy cavalry unit when first constructed and for each building constructed. These units require no resource to be created or maintain.
CIVILIZATION_BYZANTIUM,LOC_CIVILIZATION_BYZANTIUM_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_BYZANTINE_DROMON,Dromon_%28Civ6%29,LOC_UNIT_BYZANTINE_DROMON_NAME,,UU,,,Dromon: replaces Quadrireme. +10 Combat Strength against land and naval units. Has a ranged attack with Range 2 (1 more than Quadrireme).
CIVILIZATION_GAUL,LOC_CIVILIZATION_GAUL_DESCRIPTION,TRAIT_CIVILIZATION_DISTRICT_OPPIDUM,Industrial_Zone_%28Civ6%29,LOC_DISTRICT_OPPIDUM_NAME,,UI,,,Oppidum: replaces Industrial Zone and is unlocked with Iron Working. Lower Production Production cost (27 vs. 54). Acquires Outer Defenses and Ranged Strike along with the City Center once Walls have been built. Unlocks Apprenticeship when the first Oppidum is built. 
CIVILIZATION_GAUL,LOC_CIVILIZATION_GAUL_DESCRIPTION,TRAIT_CIVILIZATION_GAUL,Gallic_%28Civ6%29,LOC_TRAIT_CIVILIZATION_GAUL_NAME,LOC_TRAIT_CIVILIZATION_GAUL_DESCRIPTION,CA,,,"Mines gain +1 Culture, provide a +0.5 adjacency bonus for all districts and trigger a Culture Bomb when built, claiming surrounding unowned tiles. Specialty districts do not receive an adjacency bonus from other districts and cannot be built next to the City Center."
CIVILIZATION_GAUL,LOC_CIVILIZATION_GAUL_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_GAUL_GAESATAE,Gaesatae_%28Civ6%29,LOC_UNIT_GAUL_GAESATAE_NAME,,UU,,,Gaesatae: replaces Warrior. +10 Combat Strength when fighting units with a higher base Combat Strength. +5 Combat Strength when fighting against District defenses. Higher Production cost (60 vs. 40).
CIVILIZATION_VIETNAM,LOC_CIVILIZATION_VIETNAM_DESCRIPTION,TRAIT_CIVILIZATION_DISTRICT_THANH,Encampment_%28Civ6%29,LOC_DISTRICT_THANH_NAME,,UI,,,Thành: replaces Encampment. Lower Production cost (27 vs. 54). +2 Culture for every adjacent District. Provides Tourism from Culture adjacency bonus after researching Flight. Is not considered a specialty District and does not require Citizen Population. Provides no Great General point.
CIVILIZATION_VIETNAM,LOC_CIVILIZATION_VIETNAM_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_VIETNAMESE_VOI_CHIEN,Voi_Chi%3Fn_%28Civ6%29,LOC_UNIT_VIETNAMESE_VOI_CHIEN_NAME,,UU,,,Voi Chiến: replaces Crossbowman. Can move after attacking. Higher Combat Strength (35 vs. 30). Higher Movement (3 vs. 2). Higher Sight (3 vs. 2). Higher Production cost (200 vs. 180).
CIVILIZATION_VIETNAM,LOC_CIVILIZATION_VIETNAM_DESCRIPTION,TRAIT_CIVILIZATION_VIETNAM,Vietnamese_%28Civ6%29,LOC_TRAIT_CIVILIZATION_VIETNAM_NAME,LOC_TRAIT_CIVILIZATION_VIETNAM_DESCRIPTION,CA,,,"Land specialty Districts can only be built on Woods, Rainforest or Marsh tiles. Buildings on these features receive additional yields: +1 Culture in Woods, +1 Science in Rainforest, and +1 Production in Marsh. Can plant Woods with Medieval Faires, instead of Conservation."
CIVILIZATION_ETHIOPIA,LOC_CIVILIZATION_ETHIOPIA_DESCRIPTION,TRAIT_CIVILIZATION_ETHIOPIA,Ethiopian_%28Civ6%29,LOC_TRAIT_CIVILIZATION_ETHIOPIA_NAME,LOC_TRAIT_CIVILIZATION_ETHIOPIA_DESCRIPTION,CA,,,Improved resource tiles receive +1 Faith for each copy of the resource the city owns. International Trade Routes grant +0.5 Faith for each resource in the origin city. Can purchase Archaeologists and Archaeological Museums with Faith.
CIVILIZATION_ETHIOPIA,LOC_CIVILIZATION_ETHIOPIA_DESCRIPTION,TRAIT_CIVILIZATION_IMPROVEMENT_ROCK_HEWN_CHURCH,Rock-Hewn_Church_%28Civ6%29,LOC_TRAIT_CIVILIZATION_IMPROVEMENT_ROCK_HEWN_CHURCH_NAME,,UI,,,"Rock-Hewn Church: tile improvement, must be built on Hills or Volcanic Soil tiles. +1 Faith, +1 Appeal. +1 Faith for every adjacent Mountain and Hills tile. Provides Tourism from Faith after researching Flight. Can never be destroyed (only pillaged) by natural disasters. Cannot be adjacent to another Rock-Hewn Church."
CIVILIZATION_ETHIOPIA,LOC_CIVILIZATION_ETHIOPIA_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_ETHIOPIAN_OROMO_CAVALRY,Oromo_Cavalry_%28Civ6%29,LOC_TRAIT_CIVILIZATION_UNIT_ETHIOPIAN_OROMO_CAVALRY_NAME,,UU,,,Oromo Cavalry: replaces Courser. No Movement penalty in Hills. Higher Sight (3 vs. 2). Higher Combat Strength (48 vs. 46).
CIVILIZATION_BABYLON_STK,LOC_CIVILIZATION_BABYLON_STK_DESCRIPTION,TRAIT_CIVILIZATION_BABYLON,Babylonian_%28Civ6%29,LOC_TRAIT_CIVILIZATION_BABYLON_NAME,LOC_TRAIT_CIVILIZATION_BABYLON_DESCRIPTION,CA,,,Eurekas instantly unlock their respective technologies. -50% Science per turn.
CIVILIZATION_BABYLON_STK,LOC_CIVILIZATION_BABYLON_STK_DESCRIPTION,TRAIT_CIVILIZATION_BUILDING_PALGUM,Palgum_%28Civ6%29,LOC_BUILDING_PALGUM_NAME,,UI,,,Palgum: replaces Water Mill. +2 Production . +1 Housing. +1 Food to all tiles adjacent to a source of Fresh Water. City must be adjacent to a River.
CIVILIZATION_BABYLON_STK,LOC_CIVILIZATION_BABYLON_STK_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_BABYLONIAN_SABUM_KIBITTUM,Sabum_Kibittum_%28Civ6%29,LOC_UNIT_BABYLONIAN_SABUM_KIBITTUM_NAME,,UU,,,Sabum Kibittum: unique melee unit. It is available without any technological research. +5 Combat Strength vs. anti-cavalry units. +17 Combat Strength vs. heavy and light cavalry units. High Movement (3). High Sight (3).
CIVILIZATION_PORTUGAL,LOC_CIVILIZATION_PORTUGAL_DESCRIPTION,TRAIT_CIVILIZATION_BUILDING_NAVIGATION_SCHOOL,Navigation_School_%28Civ6%29,LOC_BUILDING_NAVIGATION_SCHOOL_NAME,,UI,,,"Navigation School: replaces University. Same as univeristy plus +1 Great Admiral point, +25% Production to naval units and +1 Science from every two Coast or Lake tiles in the Navigation School's city."
CIVILIZATION_PORTUGAL,LOC_CIVILIZATION_PORTUGAL_DESCRIPTION,TRAIT_CIVILIZATION_IMPROVEMENT_FEITORIA,Feitoria_%28Civ6%29,LOC_IMPROVEMENT_FEITORIA_NAME,,UI,,,"Feitoria: Tile improvement, must be on a Coast or Lake tile adjacent to land and a bonus or luxury resource in the territory of another civilization or city-state with whom you have Open Borders. +4 Gold, +1 Production, +4 Gold and +1 Production to Portuguese Trade Routes to this city. Cannot be adjacent to another Feitoria. Cannot be removed."
CIVILIZATION_PORTUGAL,LOC_CIVILIZATION_PORTUGAL_DESCRIPTION,TRAIT_CIVILIZATION_PORTUGAL,Portuguese_%28Civ6%29,LOC_TRAIT_CIVILIZATION_PORTUGAL_NAME,LOC_TRAIT_CIVILIZATION_PORTUGAL_DESCRIPTION,CA,,,"International Trade Routes can only be sent to cities on the coast or with a Harbor, but gain a +50% increase to all yields. Traders have +50% range over water, and can embark as soon as they are unlocked."
CIVILIZATION_PORTUGAL,LOC_CIVILIZATION_PORTUGAL_DESCRIPTION,TRAIT_CIVILIZATION_UNIT_PORTUGUESE_NAU,Nau_%28Civ6%29,LOC_UNIT_PORTUGUESE_NAU_NAME,,UU,TRAIT_CIVILIZATION_IMPROVEMENT_FEITORIA,,Nau: replaces Caravel. Starts with one free promotion. Has 2 build charges. Can construct a Feitoria. Lower Gold maintenance cost (2 vs. 4).
